Row,Name,Region,Scientific Name,Sun Exposure,Rating,Description,Color,Blooming Period,Fruit Characteristics,Height,Width,Additional Comments,Heat Tolerance,Water Requirements,Soil Requirements,Pest Tolerance,Fertility Requirements,Image,Type,Size
2727,Lacey Oak,6,Quercus laceyi (Quercus glaucoides),['sun'],7.2,"Lacey Oak is a medium size deciduous tree native to the Hill Country of Texas. Trees are reminiscent of a smaller version of White Oak, with handsome bluish green leaves, a stout trunk, and flaky exfoliating bark. Excellent drought, heat, and high pH soil tolerance are hallmarks of this species. The mast is regionally important for wildlife.","{'yellow', 'green'}",{'spring'},TRUE,"[30, 50]","[30, 35]",Marginally hardy in zone 6. Requires well drained soils. Trees are not as vigorous in high humidity environments as in drier portions or our region.,2,0,2,1,0,http://ekps.tamu.edu//images/plants/quercuslaceyi5.jpg,['tree'],"['small', 'medium']"
2728,"Anacahuite, Texas Olive, or Mexican Olive",6,Cordia boissieri,"['sun', 'partial sun']",7.2,Anacahuite is a handsome large shrub to small evergreen to semievergreen tree native to Texas and Mexico. The cymes of showy white flowers are highlighted by the dark green foliage background. Anacahuite has become a popular small tree for subtropical and tropical landscapes outside its native range.,"{'red', 'white'}","{'spring', 'summer'}",TRUE,"[10, 30]","[15, 30]",Avoid use in poorly drained soils. Reportedly resistant to cotton root rot.,2,0,1,0,0,http://ekps.tamu.edu//images/plants/cordiaboissieri.jpg,"['shrub', 'tree', 'tropical']","['small', 'large']"
2729,Coconut Palm,6,Cocos nucifera,['sun'],7.2,"Coconut Palms are the ultimate symbol in tropical landscaping and constitute the most commerically important species of palms world-wide. Unfortunately, Coconut Palms are injured by even brief exposures to freezing temperatures and are generally not effective in Texas landscapes.",set(),"{'spring', 'summer'}",TRUE,"[50, 100]","[1, 15]","Valued for its durability and tolerance to salt spray and soil salts. Seeds can float in the ocean for months before germinating when washed on shore. Unfortunately, Coconut Palms are very susceptible to lethal yellows disease.",2,0,1,0,0,http://ekps.tamu.edu//images/plants/cocosnuncifera.jpg,"['tree', 'tropical']","['medium', 'large']"
2730,Desert Willow,6,Chilopsis linearis,['sun'],7.2,"Desert Willow is a delicate small deciduous tree native to West Texas. Desert Willow derives its name from the resemblence of the foliage to that of willows (Salix spp.). In addition to its ability to withstand arid conditions, it offers recurring flushes of white to lavender maroon Catalpa-like flowers in small panicles. Growth is irregular and requires attention to trunk development during early growth.","{'white', 'maroon'}","{'fall', 'spring', 'summer'}",TRUE,"[15, 30]","[15, 20]","Actually quite well adapted throughout Texas except for colder portions of the Panhandle; good xeriscape plant; persistent seed pods can be messy; the related X Chitalpa tashkentensis is a hybrid between Chilopsis linearis and Catalpa bignonioides with white to pale pink Catalpa-like flowers in recurring flushes, but is susceptible to Alterneria leaf spot.",2,0,2,1,0,http://ekps.tamu.edu//images/plants/chilopsi.jpg,"['shrub', 'tree']","['small', 'large']"
2731,Sotol or Desert Spoon,6,Dasylirion spp.,['sun'],7.2,"Sotol are close relatives of Nolina, and are similar in useage to Agavae and Yucca. Sotol exist in arid regions as small evergreen shrub-like clumps of strap-like or sword-like foliage, with or without marginal spines. The spiky flowering stalks are spectacular, sometimes reaching 15 ft in height. Plants are dioecious with females having showier creamy white flowers than the males.",{'white'},"{'spring', 'summer'}",FALSE,"[2, 15]","[2, 4]","Require a sunny location with well drained soil, otherwise very adaptable. Few diseases or pests. Native Americans formerly distilled a fermented drink from the plant carrying the same name, sotol.",2,0,2,1,0,http://ekps.tamu.edu//images/plants/daryliri.jpg,['shrub'],['small']
2732,Agarito,6,Berberis trifoliolata,"['sun', 'partial sun']",7.2,"Berberis trifoliolata is a small to medium size coarse textured evergreen shrub. Agarito is valued for its holly-like leaflets, late winter to early spring yellow flowers and red summer fruit. It is an effective barrier plant for adverse sites. Fits well with naturalized landscapes.",{'yellow'},"{'spring', 'winter'}",TRUE,"[3, 8]","[3, 6]","One of best native Berberis / Mahonia for use on neutral to alkaline soils. Needs well drained soils, reportedly tolerant of cotton root rot.",2,0,2,1,0,http://ekps.tamu.edu//images/plants/berberisfoliolata.jpg,['shrub'],"['small', 'medium']"
2733,Giant Alocasia,6,Alocasia macrorrhiza,"['partial sun', 'shade']",7.2,"Giant Alocasia, sometimes also called Elephant's Ear, is similar in general landscape use to Colocasia esculenta. Giant Alocasia leaves are held at a more upright angle, generally parallel to the soil surface or slightly tipped upward, compared to those of C. esculenta that point downward and are held more perpendicular to the soil surface. Offers some alternative leaf shapes to C. esculenta.",set(),"{'spring', 'summer'}",FALSE,"[3, 5]","[3, 5]",May be slightly more sun tolerant than C. esculenta.,2,2,0,2,1,http://ekps.tamu.edu//images/plants/alocasiasp.jpg,"['perennial', 'annual', 'tropical']","['small', 'medium']"
2734,Black Walnut,6,Juglans nigra,['sun'],7.2,"Black Walnut is a large native forest tree from Eastern North America, including East Texas. Trees tend to develop a stout trunk with a rounded crown when open grown, but are more frequently encountered as trees in competition with long boles and a narrower upright oval crown. The wood is highly valued for cabinetry and veneers. The fruit is an edible nut, which is eaten by both humans and wildlife.","{'yellow', 'green'}",{'spring'},TRUE,"[50, 120]","[35, 50]",Walnuts are allelopathic to some plants. A strong taproot hinders transplanting. Nuts are a maintenance problem and trees often defoliate prematurely in late summer or early fall in response to drought or disease. Husks stain whatever they contact.,2,0,2,1,0,http://ekps.tamu.edu//images/plants/juglansnigra.jpg,['tree'],"['medium', 'large']"
2735,Catclaw Acacia,6,Acacia greggii,['sun'],7.2,"Catclaw Acacia earns its name from the wickedly recurved thorns present at the nodes. Aside from the thorns, Catclaw Acacia forms an attractive large shrub to small tree that is well adapted to the rigors of West and South Texas life. The creamy white flowers peak in spring followed by sporadic flushes throughout the summer and early fall. Can be sheared as a large seasonal screen or barrier hedge.",{'white'},"{'fall', 'spring', 'summer'}",TRUE,"[20, 30]","[15, 20]",Catclaw Acacia is tolerant of most any well drained soil and can handle extreme heat and drought.,2,0,2,1,0,http://ekps.tamu.edu//images/plants/acaciagreggii.jpg,"['shrub', 'tree']","['small', 'large']"
2736,Fern Acacia,6,Acacia hirta,"['sun', 'partial sun']",7.2,Fern Acacia is a fine textured aggressive Texas native rhizotomous subshrub or herbaceous perennial. The dark green foliage and sporadically borne small white powder puff flowers add season long interest. Can be used as a understory plant at woodland's edge or as a soil stabilizer or groundcover in sunnier locations. Ammenable to cultivation but effective in naturalized landscapes. Lack of thorns makes this one of the more attractive acacias for the landscape.,{'white'},"{'fall', 'spring', 'summer'}",FALSE,"[2, 6]","[0, 20]",Underutilized for difficult low maintenance or naturalized sites. Tends to be overly aggressive in more formal landscapes.,2,0,2,1,0,http://ekps.tamu.edu//images/plants/acaciaangustissimavarhirta.jpg,"['perennial', 'groundcover', 'shrub']",['small']
2737,Sweet Acacia,6,Acacia farnesiana,['sun'],7.2,"Sweet Acacia is a small vase-shaped tree native to  South Texas and Mexico. The semi-evergreen fine textured foliage, fragrant yellow spring flowers, and tenacity in harsh environments are assets. The twin thorns at nodes and on older branches make it a rancher's nightmare. Suitable as an accent tree or for naturalizing in the Southern third of Texas.",{'yellow'},"{'spring', 'winter'}",FALSE,"[15, 40]","[20, 25]","Extremely durable plant, adapted to most soils as long as they are well drained. Flowering is impaired by cold harsh winters in zone 8. Somewhat difficult to transplant. Can be invasive.",2,0,2,1,0,http://ekps.tamu.edu//images/plants/acaciafa.jpg,"['tree', 'tropical']",['small']
2738,German Iris or Bearded Iris,6,Iris x germanica,"['sun', 'partial sun']",7.2,German Iris is an old fashion herbaceous perennial with sword-like leaves radiating in a fan from rhizomes just at or immediately below the surface of the soil. Flowers occur in a wide range of colors in spring. Flowers consist of three upright standards alternating with three drooping falls.,"{'blue', 'yellow', 'brown'}",{'spring'},FALSE,"[1, 5]","[0, 20]",German Iris require good drainage and some supplemental irrigation to thrive; adapted to large portions of the state; troubled by iris borers.,0,0,1,2,0,http://ekps.tamu.edu//images/plants/irisxger.jpg,['perennial'],"['small', 'medium']"
2739,Apple,6,Malus x domestica,['sun'],7.2,"Malus x domestica is the source of most commercial apples. On their own roots they tend to be a spreading medium size tree, but can be grown on dwarfing rootstocks to produce trees from 6 ft to 35 ft. Conditions in most of Texas are not conducive to culture of high quality apples and even in favorable climates, most popular cultivars require prophylactic sprays.","{'white', 'pink'}",{'spring'},TRUE,"[25, 35]","[25, 30]","Prone to a long list of insect and disease problems which include cotton root rot, cedar apple rust, apple scab, fireblight, borers, aphids, and scale to mention a few.",2,0,1,0,0,http://ekps.tamu.edu//images/plants/malusxdomestica.jpg,['tree'],"['small', 'medium']"
2740,Petunia,6,Petunia x hybrida,"['sun', 'partial sun']",7.01,"Petunias are popular warm season annuals in northern climates and serve as reliable transition season annuals in much of Texas. Petunias can sometimes be planted and used as winter annuals in the southern half of Texas. Their value as bedding plants and hanging basket plants is unsurpassed. The sprawling vine-like stems form a spreading mound and the trumpet-shaped blossoms come in a huge range of colors, sizes, shapes, and fragrance levels.",set(),"{'fall', 'spring', 'winter'}",FALSE,"[0.5, 1.5]","[1, 3]",Most taxa of Petunias decline in Texas' summer heat; P. x hybrida 'Purple Wave' and some of the Petunia violacea selections can survive our summers if moisture is available on a well drained soil. Not everyone appreciates the musky fragrance of Petunias.,2,1,1,2,1,http://ekps.tamu.edu//images/plants/petuniah.jpg,"['vine', 'annual']","['small', 'medium']"
2741,Celosia or Cockscomb,6,Celosia cristata,"['sun', 'partial sun']",7,"Cockscomb is an old fashioned annual effective season long in northern regions and as a transition season annual in Texas. Celosia is available with plume or comb type flowers in a range of bright and pastel colors. Dwarf and semi-dwarf types are effective for bedding and massing, while taller types make excellent cut or dried flowers.","{'red', 'pink', 'yellow'}","{'fall', 'spring', 'summer'}",TRUE,"[3, 6]","[0.5, 1.5]",Newer hybrid cultivars tend to melt in Texas' summer heat; use the old-fashion strains for greater heat tolerance; spider mites can be a problem summer.,2,1,1,2,1,http://ekps.tamu.edu//images/plants/celosiac.jpg,['annual'],"['small', 'medium']"
2742,Gray Cotoneaster,6,Cotoneaster glaucophyllus,['sun'],7,"Gray Cotoneaster is a small to medium size irregularly urpight rounded evergreen shrub. Although potentially larger, most plants in our region mature at 2 to 4 tall with an equal or greater spread. The primary ornamental features are the small leaves covered in dense silver-white pubescence. Flower and fruit effects are minimal compared to the foliage. Site in a sunny spot with good air movement. Very nice in combination with violet or blue flowering plants.",{'pink'},"{'spring', 'summer'}",TRUE,"[2, 6]","[3, 6]","Appears to tolerate hot humid conditions better an most Cotoneasters. Drip irrigation is better than overhead with Cotoneasters. Needs a steady moisture supply, but also a very well drained soil.",2,0,1,1,1,http://ekps.tamu.edu//images/plants/cotoneasterglaucophyllus2.jpg,"['groundcover', 'shrub']","['small', 'medium', 'large']"
2743,Common Fig,6,Ficus carica,['sun'],7,The Common Fig is a large deciduous coarse textured multi-stem shrub with an upright to rounded crown. Large dark green lobed leaves can lend a tropical appearance. Ficus carica is the source of commerical figs and is widely cultivated in home gardens. Consult your local extension agent or nursery professional to learn which cultivars perform best in your local area. Contact with the latex (sap) from pruned surfaces can cause a contact dermatitis in some individuals; exercise caution when pruning.,set(),"{'spring', 'summer'}",TRUE,"[10, 20]","[8, 10]","Cold hardiness varies significantly among cultivars, some are herbaceous perennials even in USDA zone 8 while others are stem hardy to z. 7 and root hardy in protected sites in z. 6b. Common Fig does not grow as well in heavy clay soils as those that are better drained. Tends to quickly outgrow the scale of many urban and suburban lots.",2,1,1,1,0,http://ekps.tamu.edu//images/plants/ficuscarica.jpg,"['shrub', 'tropical']",['large']
2744,Royal Paulownia or Empress Tree,6,Paulownia tomentosa,['sun'],7,"Royal Paulownia is a medium size deciduous tree with an irregular crown 30 ft to 40 ft tall in our region. In its native land it has a larger forest tree habit. It has naturalized in the Southern US. Trees have large pubescent heart-shaped leaves and very coarse textured stems. Plants appear tropical in effect in summer, but are a liability in winter landscapes. The light purple to violet colored foxglove-like flowers appear in spring. Trees are weak-wooded and messy. Serves similar purposes as Southern Catalpa.","{'violet', 'white', 'yellow'}",{'spring'},FALSE,"[30, 40]","[30, 40]","Heat, salt, and pllution tolerant, but prone to wind damage. Marginal ornamental assets.",1,1,1,2,0,http://ekps.tamu.edu//images/plants/paulowniatomentosa.jpg,"['tree', 'tropical']","['medium', 'large']"
2745,Shrimp Plant,6,Justicia brandegeana,"['sun', 'partial sun', 'shade']",7,"Shrimp Plant is a small subtropical shrub, herbaceous perennial or summer annual depending upon where it is grown in our region. Plants develop and irregularly rounded crown of wiry stems with shrimp-shaped inflorescences in red, orange, and yellow tones. Plants are most effective in masses and are probably most valuable as color or tall groundcovers in partly shady spots.","{'red', 'pink', 'yellow', 'white', 'green'}","{'fall', 'spring', 'summer'}",FALSE,"[3, 6]","[3, 6]",Avoid foliar salt exposure; poor cold tolerance; occasional pruning will enhance plant density.,2,1,1,2,1,http://ekps.tamu.edu//images/plants/justiciabrandegeana7.jpg,"['perennial', 'groundcover', 'shrub', 'annual', 'tropical']","['small', 'medium']"
2746,Yellow Bird Of Paradise,6,Caesalpinia gilliesii,['sun'],7,"The Yellow Bird Of Paradise is a semi-evergreen medium shrub to small tree suitable for use in South Texas. The flowers are similar to those of Caesalpinia pulcherrima but more yellow than red and not quite as fantastic, although certainly still outstanding. Caesalpinia gilliesii offers a more cold hardy alternative to C. pulcherrima. Can be used as a herbaceous perennial in Central Texas and a container plant northward.","{'red', 'yellow'}","{'fall', 'spring', 'summer'}",FALSE,"[4, 10]","[5, 8]","Tends to require regular pruning and staking to acheive a tree form. While drought tolerant, regular irrigation increases growth rates and flowering. Requires well drained soils. Marginal shoot hardiness in USDA zone 8, more herbaceous perennial or subshrub in z.8.",1,0,1,1,0,http://ekps.tamu.edu//images/plants/caesalpiniagilliesii5.jpg,"['perennial', 'shrub', 'tree', 'annual', 'tropical']","['small', 'medium', 'large']"
2748,Pentas or Egyptian Star,6,Pentas lanceolata,"['sun', 'partial sun']",7,"The species type Pentas are leggy rather open subtropical shrubs reaching 2 ft to 3 ft tall, while newer more compact or growth regulator treated forms are effectively utilized as summer annual bedding plants. Pentas provide outstanding heat tolerance and will flower during the worst of summer. Summer accent, massing, patio container plant, or in immediate gulf coast and extreme south Texas as low hedge or foundation planting.","{'red', 'white', 'pink'}","{'fall', 'spring', 'summer'}",FALSE,"[1, 3]","[1, 3]","Frequent pinching of leggier cultivars will improve appearance. Subject to aphid, white fly, and spider mite infestations.",2,1,1,2,1,http://ekps.tamu.edu//images/plants/pentaslanceolata3.jpg,"['shrub', 'annual', 'tropical']",['small']
2749,Mexican Zinnia,6,Zinnia angustifolia (Zinnia linearis),['sun'],7,"Mexican Zinnia offers a more heat tolerant and disease resistant alternative to Zinnia elegans for our region. Mexican Zinnia forms a dense spreading mound of dark green linear-lanceolate leaves, about a foot tall. A profusion of small white, yellow, or orange composite flowers are borne from spring to fall.","{'orange', 'white', 'yellow'}","{'fall', 'spring', 'summer'}",FALSE,"[0.8333333333333334, 1.5]","[1, 2]","Tends to be slower developing in the spring, really thriving once warm temperatures arrive; while plants survive the mid-summer heat, they tend to play out by mid-autumn. This was the best adapted Zinnia spp. in our Central Texas trials. Well drained soils are important.",2,0,1,1,1,http://ekps.tamu.edu//images/plants/zinniaangustifolia.jpg,['annual'],['small']
2750,Mexican Heather,6,Cuphea hyssopifolia,"['sun', 'partial sun']",7,"Mexican Heather is tropical subshrub that makes an excellent summer annual in regions with frost. Its fine textured foliage and profusion of tiny trumpet-shaped flowers coupled with its diminutive spreading habit make an outstanding bedding, edging, or detail plant. Super as a facer plant for large containers.","{'white', 'pink'}","{'fall', 'spring', 'summer'}",FALSE,"[2, 8]","[2, 3]",Tolerant of most well drained soils; can be pruned or sheared for formal plantings; tends to open a bit in the center of the mound; no serious insect of disease problems.,2,0,1,1,1,http://ekps.tamu.edu//images/plants/cupheahyssopifolia.jpg,"['perennial', 'shrub', 'annual', 'tropical']","['small', 'large']"
2751,Weigela,6,Weigela florida,"['sun', 'partial sun']",7,"Weigela is an old-fashioned medium size deciduous flowering shrub. Plants are rather rough looking when not in flower, but in regions where they are adapted, they are very durable. The main attraction is the red, pink, to white trumpet-shaped flowers which occur in spring.","{'red', 'white', 'pink'}",{'spring'},FALSE,"[4, 10]","[4, 8]",Winter chilling is inadequate in USDA zones 8 and 9 for vigorous growth.,1,1,1,2,0,http://ekps.tamu.edu//images/plants/weigelaflorida2.jpg,['shrub'],"['small', 'medium']"
2752,Oregongrapeholly,6,Mahonia aquifolium,"['partial sun', 'shade']",7,"Mahonia aquifolium is a variable size evergreen shrub that is rounded to spreading in form. Its leaflets are often confused with those of holly (Ilex spp.)leaves. The flowers are a bit later than those of Mahonia bealei, but are more showy. The foliage is not as coarse as that of Leatherleaf Mahonia and blends more readily with other landscape plants. The blue fruit can be a plus in the summer / fall.",{'yellow'},"{'spring', 'winter'}",TRUE,"[3, 10]","[3, 10]","Mahonia aquifolium is probably not as well adapted to USDA zones 8 or 9 as is Mahonia bealei. Oregongrapeholly requires good drainage, a steady moisture supply (even in the winter), and an acid soil.",1,1,1,2,0,http://ekps.tamu.edu//images/plants/mahoniaaquifolium2.jpg,['shrub'],"['small', 'medium', 'large']"
2753,Cotoneasters,6,Cotoneaster spp.,"['sun', 'partial sun']",7,"Cotoneasters are popular deciduous to evergreen shrubs used for a wide range of landscape purposes. Handsome fine textured foliage, white to pink flowers, and pink to red fruit, and unusual growth habits or branching patterns are usually the key ornamental features. The primary limitation to use in the southern US is fireblight infection. Most species require well drained soils and are not overly drought tolerant.","{'white', 'pink'}","{'spring', 'summer'}",TRUE,"[1, 15]","[2, 10]",Most useful in cooler and wetter portions of our region.,1,0,1,1,0,http://ekps.tamu.edu//images/plants/cotoneastersp3.jpg,"['groundcover', 'shrub']","['small', 'medium', 'large']"
2754,Dusty Miller,6,Senecio cineraria,"['sun', 'partial sun']",6.41,"Dusty Miller is a subtropical perennial or woody subshrub more commonly used as a summer annual. The primary asset is silver-gray to silver-white highly lobed foliage. The small yellow flowers produced in the second year are mildly attractive, but signal the opening up of the plant and the end of its useful life as a compact bedding plant. Dusty Miller foliage contrasts well with dark green foliage plants or those with yellow or red flowers.",{'yellow'},{'spring'},FALSE,"[3, 12]","[0.6666666666666666, 1.0]","Typically planted as a spring or summer annual; overwinters in southern half to two-thirds of Texas and is removed after flowering in the second spring, effectively a biennial usage.",2,0,2,0,0,http://ekps.tamu.edu//images/plants/senecioc.jpg,"['perennial', 'shrub', 'annual', 'tropical']",['small']
2755,Chinese Juniper,6,Juniperus chinensis,['sun'],6.4,Juniperus chinensis is an extremely variable species. Procumbent groundcover forms may be only 2 ft tall while the species type can develop into a 40 ft tall coniferous tree. Shrub forms are widely used throughout North America and are one of our most popular evergreen shrubs. Most cultivars have a dense form and bright green to blue-green leaf color.,set(),{'spring'},TRUE,"[2, 40]","[6, 10]","Juniperus chinensis is very adaptable as to site as long as droughts are not prolonged and the site is well drained and not located in the shade. Phomopsis blight (juniper blight), spider mites, bagworms, and root rot in wet sites can be limitations",2,0,2,0,0,http://ekps.tamu.edu//images/plants/juniperuschinensis2.jpg,"['groundcover', 'shrub', 'tree']","['small', 'medium', 'large']"
2756,Shore Juniper,6,Juniperus conferta,['sun'],6.4,Shore Juniper is a dense groundcover suitable for general landscape use in sunny locations. Taller and softer textured than most of the groundcover Juniperus spp. Attractive green to blue-green foliage.,set(),{'spring'},TRUE,"[1.0, 2.0]","[5, 7]","Somewhat tempermental to establish; as a young plant it has a narrow range between adequate and too much water; once established drought, heat, and salt tolerant; requires excellent drainage.",2,0,2,0,0,http://ekps.tamu.edu//images/plants/juniperusconferta2.jpg,"['groundcover', 'shrub']",['small']
2757,Texas Kidneywood,6,Eysenhardtia texana,"['sun', 'partial sun']",6.4,Texas Kidneywood is an open canopied medium to large deciduous shrub valued for its arid landscape tolerance and showy racemes of small fragrant trumpet-shpaed white flowers.,set(),"{'spring', 'summer'}",TRUE,"[6, 15]","[6, 10]","This is a tough Hill Country native suitable for mixed shrub borders, naturalizing, and xeriscapes. It's cold tolerance has not been fully tested. No fall color develops on this species.",2,0,2,0,0,http://ekps.tamu.edu//images/plants/eysenhardtiatexana.jpg,['shrub'],"['small', 'medium', 'large']"
2758,Creeping Juniper,6,Juniperus horizontalis,['sun'],6.4,"Creeping Juniper is a low growing evergreen groundcover species. This mat-like groundcover has awl-like to scale-like foliage. The foliage is green to blue-green in summer, with some cultivars turning purple or bronze in winter, while others retain their summer coloration. Plants perform best in sun with a well drained soils.",set(),{'spring'},TRUE,"[2, 6]","[3, 6]",Avoid poorly drained soils and shaded environments. May suffer from phomopsis blight.,2,0,2,0,0,http://ekps.tamu.edu//images/plants/juniperushorizontalis2.jpg,"['groundcover', 'shrub']",['small']
2759,Rocky Mountain Juniper,6,Juniperus scopulorum,['sun'],6.4,"Rocky Mountain Juniper is the western counterpart to the Eastern Redcedar (Juniperus virginiana). Common throughout much of the Western US, J. scopulorum is found in the Texas Panhandle and Guadalupe Mountains. Although similar to J. virginiana, J. scopulorum is somewhat smaller, tends to be have a more multiple stem habit, and may be more narrowly upright in some populations. It serves similar purposes in western landscapes as Eastern Redcedar serves in eastern and central U.S. landscapes.",set(),{'spring'},TRUE,"[20, 40]","[5, 15]","Juniper blight, spider mites, bagworms, cedar-apple rust, and root rots on poorly drained soils can be problems in the landscape.",2,0,2,0,0,None,"['shrub', 'tree']","['small', 'medium', 'large']"
2760,Texas Pistachio,6,Pistacia mexicana (Pistacia texana),['sun'],6.4,"Texas Pistachio is a small semi-evergreen tree or large shrub. The fine textured foliage is attractive and is supplemented in autumn on female plants by red to blue-black fruit in small panicles. Uncommon, but worthy of greater use in the southern two-thirds of Texas. Can be sheared into an effective hedge or limbed up as a small tree.","{'yellow', 'green'}",{'spring'},TRUE,"[15, 39]","[10, 15]",Texas Pistachio is very drought and heat tolerant; avoid poorly drained soils; more cold hardy in West Texas where fall acclimation conditions are more favorable.,2,0,2,0,0,http://ekps.tamu.edu//images/plants/pistaciatexensis.jpg,"['shrub', 'tree']","['small', 'large']"
2761,Japanese Garden Juniper,6,Juniperus procumbens,['sun'],6.4,"Japanese Garden Juniper is a low growing undulate groundcover that varies in height from 6 inch to 2 ft. Foliage of this species is often awl-shaped, densely branched, and stiff. Plants tend to be more formal than with Juniperus horizontalis.",set(),{'spring'},TRUE,"[2, 6]","[4, 6]",Avoid poorly drained soils and shady sites.,2,0,2,0,0,http://ekps.tamu.edu//images/plants/juniperusprocumbens.jpg,"['groundcover', 'shrub']",['small']
2762,Honey Mesquite,6,Prosopis glandulosa,"['sun', 'partial sun']",6.4,Honey Mesquite is native to large portions of our region. It is very site responsive ranging from a 30 ft tree under more mesic environments to a small shrub in desert regions. Plants cast a filtered shade and have long taproots that allow plants to survive in very arid regions. Trees can be single or multi-trunk in form.,{'white'},"{'spring', 'summer'}",TRUE,"[20, 30]","[20, 30]",Marginally hardy in USDA zone 6. Thorns are a maintenance liability and are more strongly exhibited on juvenile plants. Some people are allergic to the pollen. Salt and wind tolerant. Invades pastures.,2,0,2,0,0,http://ekps.tamu.edu//images/plants/prosopisglandulosa3.jpg,"['shrub', 'tree']","['small', 'medium', 'large']"
2763,Afghan Pine,6,Pinus eldarica,"['sun', 'partial sun']",6.4,"Afghan Pine begins life as a small pyramidal plant that very much resembles a classic christmas tree, but later in life becomes a more picturesque medium to large coniferuous tree. This is one of the few pines suitable for widespread use in Texas on alkaline soils.",set(),"{'spring', 'winter'}",TRUE,"[35, 60]","[15, 25]",Adaptable to a variety of soil types including those that are alkaline and moderately salty as long as they are well drained. Drought and heat tolerant once established. Pine tip moth and an occasional needle disease can be problems. Not as well adapted to east Texas as it is in west Texas.,2,0,2,0,0,http://ekps.tamu.edu//images/plants/pinuselderica.jpg,['tree'],"['small', 'medium', 'large']"
2764,Italian Cypress,6,Cupressus sempervirens,['sun'],6.4,Italian Cypress is a very narrow conifer with a spire-like evergreen canopy. These medium to large evergreen trees have green to blue-green foliage. Trees are often used in formal settings to line drives or serve as strong vertical elements in formal designs.,set(),{'spring'},TRUE,"[30, 80]","[3, 10]",Spider mites can be bad in hot regions. Juniper blight and root rots can be serious limitions in humid regions.,2,0,2,0,0,http://ekps.tamu.edu//images/plants/cupressussempervirens.jpg,"['shrub', 'tree']","['small', 'medium', 'large']"
2765,Ash Juniper,6,Juniperus ashei,['sun'],6.4,Ash Juniper is an evergreen large shrub to medium size tree native to the Texas Hill Country. This species range occurs just to the west of that of Juniperus virginiana. Trees begin roughly conical and become more rounded in habit at maturity. Trunks may be single to multiple stem. The bark on the sinuous trunk exfoliates in stringy strips. It serves as critical habitate for several species of wildlife.,set(),"{'spring', 'winter'}",TRUE,"[15, 25]","[15, 20]",Tends to develop dense thickets when not controlled.,2,0,2,0,0,http://ekps.tamu.edu//images/plants/juniperusashei4.jpg,"['shrub', 'tree']","['small', 'medium', 'large']"
2766,Apache Plume,6,Fallugia paradoxa,"['sun', 'partial sun']",6.4,"Apache Plumes are semi-evergreen shrubs useful in West and South Texas landscapes. When properly grown the plants form a rounded mound with attractive white flowers and handsome white-pink plume-like fruits that resemble miniature native American headpieces, hence the common name Apache Plume.",{'white'},"{'fall', 'spring', 'summer'}",TRUE,"[3, 10]","[3, 6]",Root rots can be problems in poorly drained soils. Can become weedy on favorable sites. Benefits from yearly renewal pruning. In some locations best treated as a subshrub or herbaceous perennial. Cold hardiness varies widely with provenance.,2,0,2,0,0,http://ekps.tamu.edu//images/plants/falluyia.jpg,['shrub'],"['small', 'medium']"
2767,Texas Madrone,6,Arbutus xalapensis,"['sun', 'partial sun']",6.4,"Texas Madrone is a handsome evergreen shrub to small tree with panicles of white to pale pink urn-shaped flowers in spring followed by red raspberry-shaped fruit. The trunks are highly ornamental with papery sheaths of exfoliating white, tan, orange, apricot to dark red-brown underbark.","{'white', 'pink'}",{'spring'},TRUE,"[20, 40]","[20, 30]","Root rots, high relative humidity, and poor soil drainage are the major limitations for this species.",2,0,2,0,0,http://ekps.tamu.edu//images/plants/arbutust.jpg,"['shrub', 'tree']","['small', 'large']"
2768,Chisos Rosewood,6,Vauquelinia angustifolia,['sun'],6.4,"Chisos Rosewood is an excellent broad-leaved evergreen shrub for arid region landscapes. The handsome dark glossy linear-lanceolate leaves are excellent foils for the clusters of white flowers. Plants work well as informal evergreen hedges, screens, or as specimens in xeriscape plantings. Leaves are finer textured than those of Vaquelinia californica, the Arizona Rosewood.",{'white'},{'spring'},TRUE,"[8, 20]","[8, 10]","This species is very tolerant of heat, drought, wind and adaptable as to soil types as long as they are well drained. Fireblight can be a problem in humid climates.",2,0,2,0,0,http://ekps.tamu.edu//images/plants/vauqueliniaangustifolia.jpg,['shrub'],"['medium', 'large']"
2769,Creosote Bush,6,Larrea tridentata,['sun'],6.4,Creosote Bush is a trademark plant of the Southwestern USA. This evergreen arid region shrub covers many acres of otherwise non-vegetated land. It forms an irregular spreading to upright rounded small to medium size mound. Scent from the fragrant yellow flowers permeates the air following rain events. Difficult to grown in Central and East Texas.,{'yellow'},"{'fall', 'spring', 'summer'}",TRUE,"[3, 10]","[3, 6]","Can exist on as little as 3 inch of rainfall per year; incredible drought and heat tolerance, can be used in protected locations in USDA zone 7. Some clonal groupings are reported to be among the oldest living organisms in the world.",2,0,2,0,0,http://ekps.tamu.edu//images/plants/larreatridentata.jpg,['shrub'],"['small', 'medium']"
