Sun Exposure,Color,Blooming Period,Fruit?,Type,Size,Score,Plant,Good?
sun,red,winter,FALSE,annual,small,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,fall,FALSE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,summer,TRUE,annual,medium,10.0,Giant Turk's Cap,False
shade,pink,fall,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
partial sun,blue,fall,TRUE,shrub,small,10.0,Giant Turk's Cap,True
partial sun,blue,spring,FALSE,annual,large,10.0,Giant Turk's Cap,False
partial sun,orange,fall,FALSE,tropical,large,10.0,Giant Turk's Cap,False
shade,red,winter,TRUE,perennial,large,10.0,Giant Turk's Cap,True
shade,blue,summer,FALSE,tropical,large,10.0,Giant Turk's Cap,True
sun,white,summer,FALSE,annual,large,10.0,Giant Turk's Cap,False
partial sun,orange,winter,TRUE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
sun,blue,summer,FALSE,annual,small,10.0,Pam's Pink American Honeysuckle,True
sun,red,fall,TRUE,annual,small,10.0,Giant Turk's Cap,False
shade,orange,spring,TRUE,shrub,medium,10.0,Giant Turk's Cap,True
shade,yellow,summer,TRUE,shrub,small,10.0,Giant Turk's Cap,False
sun,white,winter,FALSE,vine,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,blue,fall,TRUE,tropical,large,10.0,Giant Turk's Cap,False
shade,pink,fall,TRUE,annual,large,10.0,Giant Turk's Cap,True
partial sun,red,winter,FALSE,annual,small,10.0,Pam's Pink American Honeysuckle,False
shade,pink,fall,FALSE,annual,medium,10.0,Pam's Pink American Honeysuckle,False
sun,blue,summer,TRUE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,summer,FALSE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,blue,summer,FALSE,vine,medium,10.0,Giant Turk's Cap,True
shade,white,fall,FALSE,annual,medium,10.0,Giant Turk's Cap,False
shade,pink,fall,FALSE,annual,small,10.0,Giant Turk's Cap,False
shade,orange,summer,TRUE,shrub,small,10.0,Giant Turk's Cap,False
sun,pink,spring,FALSE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
sun,blue,winter,FALSE,perennial,large,10.0,Pam's Pink American Honeysuckle,True
shade,orange,spring,TRUE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,winter,TRUE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,spring,FALSE,annual,small,10.0,Giant Turk's Cap,False
shade,red,fall,TRUE,vine,large,10.0,Giant Turk's Cap,False
partial sun,yellow,fall,TRUE,shrub,small,10.0,Giant Turk's Cap,False
shade,white,fall,FALSE,vine,small,10.0,Giant Turk's Cap,True
partial sun,yellow,winter,TRUE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,fall,FALSE,vine,large,10.0,Pam's Pink American Honeysuckle,False
sun,white,summer,TRUE,annual,small,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,spring,TRUE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
shade,blue,winter,FALSE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
sun,orange,summer,FALSE,tropical,medium,10.0,Mexican Zinnia,True
sun,pink,summer,FALSE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
sun,pink,fall,FALSE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
sun,orange,winter,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,fall,TRUE,tropical,small,10.0,Giant Turk's Cap,True
sun,blue,summer,FALSE,perennial,medium,10.0,Giant Turk's Cap,False
sun,pink,spring,FALSE,vine,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,blue,spring,TRUE,vine,medium,10.0,Giant Turk's Cap,False
sun,yellow,winter,FALSE,annual,large,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,spring,FALSE,vine,small,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,winter,FALSE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
sun,blue,summer,TRUE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,summer,FALSE,annual,large,10.0,Giant Turk's Cap,False
partial sun,pink,summer,FALSE,annual,small,10.0,Giant Turk's Cap,True
shade,pink,spring,FALSE,shrub,small,10.0,Giant Turk's Cap,False
partial sun,white,winter,FALSE,annual,small,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,winter,TRUE,perennial,medium,10.0,Pam's Pink American Honeysuckle,True
sun,yellow,summer,FALSE,annual,large,10.0,Mexican Zinnia,True
partial sun,yellow,spring,TRUE,shrub,large,10.0,Giant Turk's Cap,True
partial sun,yellow,summer,TRUE,annual,large,10.0,Giant Turk's Cap,False
sun,yellow,fall,FALSE,annual,large,10.0,Mexican Zinnia,False
partial sun,orange,winter,TRUE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,spring,FALSE,vine,medium,10.0,Mexican Zinnia,False
shade,pink,spring,TRUE,shrub,medium,10.0,Mexican Zinnia,False
partial sun,white,winter,FALSE,vine,medium,10.0,Pam's Pink American Honeysuckle,False
shade,red,summer,TRUE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
sun,white,summer,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
shade,orange,summer,FALSE,vine,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,winter,TRUE,shrub,medium,10.0,Pam's Pink American Honeysuckle,True
sun,pink,summer,FALSE,annual,large,10.0,Pam's Pink American Honeysuckle,True
partial sun,yellow,winter,FALSE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,winter,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,True
sun,pink,spring,TRUE,perennial,large,10.0,Pam's Pink American Honeysuckle,True
sun,white,winter,TRUE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
shade,pink,fall,TRUE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
shade,blue,spring,TRUE,vine,medium,10.0,Pam's Pink American Honeysuckle,True
shade,yellow,winter,FALSE,vine,large,10.0,Pam's Pink American Honeysuckle,False
sun,white,summer,FALSE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
sun,pink,fall,TRUE,vine,small,10.0,Pam's Pink American Honeysuckle,False
shade,orange,summer,TRUE,vine,small,10.0,Pam's Pink American Honeysuckle,False
sun,pink,winter,TRUE,annual,medium,10.0,Pam's Pink American Honeysuckle,True
partial sun,orange,summer,FALSE,tropical,medium,10.0,Giant Turk's Cap,False
shade,yellow,summer,FALSE,vine,small,10.0,Giant Turk's Cap,False
shade,white,fall,FALSE,tropical,medium,10.0,Giant Turk's Cap,False
sun,pink,summer,TRUE,annual,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,fall,TRUE,annual,small,10.0,Giant Turk's Cap,False
shade,white,spring,FALSE,perennial,small,10.0,Giant Turk's Cap,False
shade,pink,winter,TRUE,vine,large,10.0,Giant Turk's Cap,False
sun,orange,spring,TRUE,vine,small,10.0,Mexican Zinnia,False
shade,red,summer,TRUE,tropical,small,10.0,Mexican Zinnia,True
partial sun,pink,fall,FALSE,vine,medium,10.0,Giant Turk's Cap,False
shade,pink,winter,TRUE,tropical,medium,10.0,Giant Turk's Cap,False
shade,orange,winter,TRUE,annual,large,10.0,Giant Turk's Cap,True
shade,blue,spring,FALSE,tropical,medium,10.0,Giant Turk's Cap,False
sun,white,spring,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
sun,blue,spring,FALSE,perennial,medium,10.0,Giant Turk's Cap,True
partial sun,pink,fall,TRUE,perennial,medium,10.0,Giant Turk's Cap,False
shade,blue,spring,TRUE,shrub,medium,10.0,Giant Turk's Cap,True
shade,blue,winter,FALSE,annual,medium,10.0,Giant Turk's Cap,False
shade,pink,winter,FALSE,annual,medium,10.0,Giant Turk's Cap,False
shade,orange,summer,FALSE,annual,medium,10.0,Giant Turk's Cap,False
partial sun,orange,spring,TRUE,annual,large,10.0,Giant Turk's Cap,False
sun,pink,summer,FALSE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,red,fall,FALSE,tropical,small,10.0,Giant Turk's Cap,True
partial sun,red,fall,FALSE,shrub,large,10.0,Giant Turk's Cap,True
sun,yellow,winter,FALSE,tropical,small,10.0,Pam's Pink American Honeysuckle,True
partial sun,blue,summer,FALSE,tropical,medium,10.0,Giant Turk's Cap,False
sun,red,summer,FALSE,vine,medium,10.0,Giant Turk's Cap,False
partial sun,white,spring,TRUE,perennial,small,10.0,Giant Turk's Cap,True
partial sun,white,summer,FALSE,annual,large,10.0,Giant Turk's Cap,True
sun,pink,spring,TRUE,shrub,small,10.0,Pam's Pink American Honeysuckle,True
partial sun,blue,winter,TRUE,annual,small,10.0,Pam's Pink American Honeysuckle,False
sun,red,spring,FALSE,shrub,large,10.0,Giant Turk's Cap,False
shade,yellow,fall,FALSE,annual,medium,10.0,Giant Turk's Cap,False
partial sun,blue,spring,TRUE,vine,medium,10.0,Giant Turk's Cap,False
sun,white,winter,TRUE,vine,small,10.0,Pam's Pink American Honeysuckle,True
shade,red,summer,TRUE,vine,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,fall,TRUE,vine,small,10.0,Giant Turk's Cap,True
shade,blue,spring,FALSE,perennial,large,10.0,Giant Turk's Cap,True
sun,red,spring,FALSE,tropical,large,10.0,Giant Turk's Cap,True
shade,white,summer,FALSE,annual,small,10.0,Giant Turk's Cap,False
sun,red,fall,FALSE,tropical,small,10.0,Giant Turk's Cap,False
partial sun,pink,fall,TRUE,vine,large,10.0,Giant Turk's Cap,True
partial sun,pink,summer,TRUE,shrub,small,10.0,Giant Turk's Cap,False
shade,orange,winter,TRUE,vine,large,10.0,Giant Turk's Cap,False
sun,yellow,summer,FALSE,shrub,small,10.0,Mexican Zinnia,True
shade,pink,fall,TRUE,annual,medium,10.0,Mexican Zinnia,True
shade,red,fall,TRUE,annual,medium,10.0,Mexican Zinnia,True
shade,yellow,winter,FALSE,vine,small,10.0,Mexican Zinnia,True
shade,orange,summer,FALSE,annual,medium,10.0,Mexican Zinnia,False
shade,blue,fall,TRUE,perennial,large,10.0,Mexican Zinnia,False
sun,white,spring,TRUE,tropical,large,10.0,Mexican Zinnia,False
shade,pink,winter,FALSE,annual,medium,10.0,Mexican Zinnia,False
partial sun,pink,fall,FALSE,shrub,small,10.0,Giant Turk's Cap,True
shade,orange,fall,FALSE,shrub,small,10.0,Giant Turk's Cap,False
partial sun,red,spring,FALSE,annual,small,10.0,Giant Turk's Cap,False
shade,blue,winter,FALSE,annual,large,10.0,Giant Turk's Cap,False
sun,blue,winter,FALSE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
shade,white,winter,FALSE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,summer,FALSE,tropical,small,10.0,Giant Turk's Cap,True
shade,blue,fall,FALSE,annual,medium,10.0,Giant Turk's Cap,False
sun,orange,spring,TRUE,tropical,small,10.0,Mexican Zinnia,True
partial sun,white,fall,TRUE,annual,medium,10.0,Giant Turk's Cap,False
sun,red,spring,TRUE,vine,medium,10.0,Giant Turk's Cap,True
shade,orange,spring,FALSE,tropical,large,10.0,Giant Turk's Cap,False
sun,blue,winter,FALSE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
shade,red,spring,FALSE,vine,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,summer,TRUE,tropical,large,10.0,Giant Turk's Cap,False
shade,blue,summer,FALSE,vine,large,10.0,Giant Turk's Cap,False
sun,red,summer,TRUE,annual,large,10.0,Giant Turk's Cap,False
sun,red,spring,TRUE,shrub,large,10.0,Giant Turk's Cap,True
partial sun,white,fall,TRUE,shrub,small,10.0,Giant Turk's Cap,False
partial sun,blue,winter,TRUE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
sun,blue,winter,FALSE,annual,medium,10.0,Pam's Pink American Honeysuckle,False
sun,white,spring,FALSE,vine,small,10.0,Pam's Pink American Honeysuckle,False
shade,blue,spring,TRUE,annual,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,winter,TRUE,shrub,medium,10.0,Pam's Pink American Honeysuckle,True
partial sun,white,winter,FALSE,tropical,small,10.0,Pam's Pink American Honeysuckle,True
shade,pink,fall,FALSE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
sun,orange,fall,FALSE,vine,large,10.0,Mexican Zinnia,True
shade,red,fall,FALSE,vine,medium,10.0,Mexican Zinnia,False
partial sun,orange,spring,FALSE,annual,small,10.0,Giant Turk's Cap,False
partial sun,red,spring,TRUE,shrub,large,10.0,Giant Turk's Cap,True
sun,orange,winter,TRUE,annual,small,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,spring,TRUE,shrub,large,10.0,Mexican Zinnia,False
sun,blue,summer,TRUE,annual,large,10.0,Mexican Zinnia,False
sun,white,winter,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,True
partial sun,red,summer,FALSE,tropical,small,10.0,Giant Turk's Cap,False
shade,orange,spring,FALSE,vine,medium,10.0,Giant Turk's Cap,False
sun,yellow,summer,TRUE,shrub,large,10.0,Mexican Zinnia,True
shade,yellow,spring,FALSE,tropical,small,10.0,Mexican Zinnia,True
partial sun,pink,winter,TRUE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,red,spring,FALSE,vine,large,10.0,Giant Turk's Cap,True
shade,red,winter,FALSE,annual,large,10.0,Giant Turk's Cap,False
partial sun,white,fall,TRUE,vine,small,10.0,Giant Turk's Cap,False
partial sun,white,spring,TRUE,vine,large,10.0,Giant Turk's Cap,True
sun,blue,summer,FALSE,shrub,large,10.0,Giant Turk's Cap,False
partial sun,yellow,summer,FALSE,tropical,medium,10.0,Giant Turk's Cap,False
sun,white,fall,FALSE,vine,medium,10.0,Giant Turk's Cap,False
sun,blue,spring,FALSE,shrub,medium,10.0,Giant Turk's Cap,True
shade,yellow,spring,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
shade,pink,summer,FALSE,shrub,large,10.0,Giant Turk's Cap,True
shade,red,winter,FALSE,perennial,large,10.0,Giant Turk's Cap,False
shade,yellow,summer,TRUE,vine,medium,10.0,Giant Turk's Cap,False
shade,blue,summer,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
sun,white,spring,TRUE,perennial,small,10.0,Giant Turk's Cap,False
shade,white,winter,TRUE,annual,medium,10.0,Giant Turk's Cap,False
sun,red,spring,FALSE,vine,large,10.0,Giant Turk's Cap,False
sun,blue,spring,FALSE,perennial,medium,10.0,Giant Turk's Cap,False
shade,yellow,fall,FALSE,shrub,medium,10.0,Giant Turk's Cap,True
shade,pink,spring,TRUE,tropical,medium,10.0,Giant Turk's Cap,False
shade,blue,winter,TRUE,vine,medium,10.0,Giant Turk's Cap,False
partial sun,blue,spring,TRUE,perennial,medium,10.0,Giant Turk's Cap,False
partial sun,white,winter,FALSE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
sun,pink,fall,TRUE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
sun,red,summer,FALSE,perennial,large,10.0,Giant Turk's Cap,True
sun,pink,spring,FALSE,tropical,small,10.0,Pam's Pink American Honeysuckle,False
shade,red,fall,TRUE,annual,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,spring,TRUE,annual,large,10.0,Giant Turk's Cap,False
partial sun,yellow,spring,TRUE,shrub,medium,10.0,Giant Turk's Cap,True
shade,pink,fall,FALSE,shrub,small,10.0,Giant Turk's Cap,False
sun,pink,winter,FALSE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,red,spring,FALSE,annual,small,10.0,Giant Turk's Cap,False
partial sun,pink,winter,FALSE,annual,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,winter,FALSE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
shade,blue,fall,FALSE,shrub,large,10.0,Pam's Pink American Honeysuckle,True
sun,white,fall,FALSE,annual,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,spring,TRUE,vine,small,10.0,Giant Turk's Cap,False
partial sun,orange,spring,FALSE,tropical,small,10.0,Giant Turk's Cap,False
shade,white,winter,FALSE,tropical,small,10.0,Giant Turk's Cap,True
shade,yellow,winter,TRUE,vine,large,10.0,Giant Turk's Cap,False
sun,red,summer,TRUE,shrub,medium,10.0,Giant Turk's Cap,False
sun,pink,winter,FALSE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,summer,TRUE,tropical,small,10.0,Giant Turk's Cap,False
partial sun,yellow,winter,FALSE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
shade,orange,fall,TRUE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,summer,TRUE,vine,large,10.0,Giant Turk's Cap,False
shade,yellow,fall,TRUE,annual,medium,10.0,Giant Turk's Cap,False
partial sun,red,winter,FALSE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
sun,orange,summer,FALSE,vine,medium,10.0,Mexican Zinnia,True
partial sun,blue,summer,FALSE,tropical,small,10.0,Giant Turk's Cap,False
partial sun,blue,fall,FALSE,vine,large,10.0,Giant Turk's Cap,True
partial sun,red,summer,FALSE,annual,large,10.0,Giant Turk's Cap,False
partial sun,red,summer,TRUE,vine,large,10.0,Giant Turk's Cap,False
shade,white,spring,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
sun,blue,winter,TRUE,vine,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,winter,TRUE,tropical,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,summer,TRUE,annual,small,10.0,Giant Turk's Cap,False
shade,white,fall,TRUE,annual,large,10.0,Giant Turk's Cap,True
partial sun,red,spring,FALSE,perennial,medium,10.0,Giant Turk's Cap,False
shade,red,winter,FALSE,tropical,large,10.0,Giant Turk's Cap,True
partial sun,blue,summer,TRUE,tropical,medium,10.0,Giant Turk's Cap,True
partial sun,red,summer,FALSE,perennial,large,10.0,Giant Turk's Cap,True
partial sun,white,spring,TRUE,annual,small,10.0,Giant Turk's Cap,False
sun,orange,winter,FALSE,tropical,small,10.0,Pam's Pink American Honeysuckle,False
sun,orange,spring,TRUE,vine,small,10.0,Mexican Zinnia,False
partial sun,white,summer,TRUE,tropical,medium,10.0,Giant Turk's Cap,False
partial sun,yellow,summer,TRUE,tropical,medium,10.0,Giant Turk's Cap,False
sun,red,summer,FALSE,vine,small,10.0,Giant Turk's Cap,False
sun,orange,summer,FALSE,annual,large,10.0,Mexican Zinnia,False
partial sun,yellow,spring,FALSE,tropical,medium,10.0,Giant Turk's Cap,True
shade,pink,fall,TRUE,tropical,medium,10.0,Giant Turk's Cap,False
sun,pink,winter,FALSE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,winter,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
shade,orange,spring,FALSE,shrub,medium,10.0,Pam's Pink American Honeysuckle,True
partial sun,pink,fall,FALSE,perennial,medium,10.0,Giant Turk's Cap,False
partial sun,red,winter,FALSE,vine,large,10.0,Pam's Pink American Honeysuckle,False
sun,white,winter,TRUE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
shade,pink,spring,FALSE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,spring,FALSE,perennial,large,10.0,Giant Turk's Cap,False
partial sun,orange,winter,FALSE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,summer,FALSE,perennial,medium,10.0,Mexican Zinnia,False
sun,yellow,winter,TRUE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
sun,red,fall,FALSE,annual,large,10.0,Giant Turk's Cap,False
partial sun,blue,spring,TRUE,vine,medium,10.0,Giant Turk's Cap,True
partial sun,red,summer,FALSE,annual,small,10.0,Giant Turk's Cap,False
shade,white,summer,FALSE,shrub,large,10.0,Giant Turk's Cap,False
sun,orange,fall,TRUE,perennial,small,10.0,Mexican Zinnia,False
partial sun,white,spring,TRUE,perennial,small,10.0,Giant Turk's Cap,True
sun,white,summer,FALSE,vine,large,10.0,Giant Turk's Cap,False
shade,pink,winter,TRUE,annual,small,10.0,Giant Turk's Cap,False
shade,red,summer,TRUE,shrub,large,10.0,Giant Turk's Cap,True
sun,yellow,fall,TRUE,perennial,large,10.0,Mexican Zinnia,False
sun,pink,spring,FALSE,vine,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,winter,TRUE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
sun,pink,winter,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,True
partial sun,yellow,spring,FALSE,vine,large,10.0,Giant Turk's Cap,False
partial sun,blue,summer,FALSE,vine,medium,10.0,Giant Turk's Cap,False
sun,yellow,spring,FALSE,perennial,medium,10.0,Mexican Zinnia,False
sun,yellow,summer,FALSE,annual,medium,10.0,Mexican Zinnia,True
shade,yellow,winter,FALSE,perennial,large,10.0,Mexican Zinnia,True
shade,orange,spring,TRUE,tropical,large,10.0,Mexican Zinnia,False
partial sun,orange,summer,FALSE,tropical,medium,10.0,Giant Turk's Cap,True
partial sun,yellow,summer,TRUE,annual,large,10.0,Giant Turk's Cap,False
sun,yellow,spring,TRUE,vine,large,10.0,Mexican Zinnia,True
sun,white,winter,TRUE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
shade,blue,winter,FALSE,tropical,small,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,fall,FALSE,vine,medium,10.0,Pam's Pink American Honeysuckle,False
shade,blue,fall,TRUE,annual,medium,10.0,Pam's Pink American Honeysuckle,True
sun,orange,winter,FALSE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,winter,TRUE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
shade,pink,fall,FALSE,annual,medium,10.0,Pam's Pink American Honeysuckle,True
shade,red,summer,FALSE,vine,small,10.0,Pam's Pink American Honeysuckle,False
shade,pink,winter,TRUE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,winter,TRUE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
shade,orange,summer,TRUE,annual,large,10.0,Pam's Pink American Honeysuckle,False
shade,red,spring,FALSE,vine,large,10.0,Pam's Pink American Honeysuckle,False
sun,blue,spring,TRUE,vine,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,fall,TRUE,tropical,medium,10.0,Giant Turk's Cap,False
partial sun,yellow,summer,TRUE,shrub,large,10.0,Giant Turk's Cap,False
partial sun,orange,fall,TRUE,perennial,medium,10.0,Giant Turk's Cap,False
shade,orange,fall,TRUE,perennial,small,10.0,Giant Turk's Cap,True
shade,orange,fall,FALSE,tropical,medium,10.0,Giant Turk's Cap,False
shade,yellow,spring,TRUE,perennial,large,10.0,Giant Turk's Cap,True
partial sun,blue,fall,TRUE,annual,small,10.0,Giant Turk's Cap,False
partial sun,red,winter,TRUE,vine,large,10.0,Pam's Pink American Honeysuckle,False
sun,blue,spring,FALSE,vine,small,10.0,Pam's Pink American Honeysuckle,False
shade,pink,fall,TRUE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,summer,FALSE,shrub,large,10.0,Giant Turk's Cap,False
shade,blue,summer,TRUE,annual,medium,10.0,Giant Turk's Cap,False
shade,red,fall,TRUE,vine,large,10.0,Giant Turk's Cap,False
sun,pink,fall,FALSE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,spring,FALSE,annual,medium,10.0,Giant Turk's Cap,False
partial sun,orange,winter,FALSE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
sun,pink,summer,TRUE,vine,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,summer,TRUE,annual,small,10.0,Giant Turk's Cap,False
partial sun,red,winter,TRUE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
shade,white,winter,TRUE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
shade,red,fall,FALSE,annual,small,10.0,Pam's Pink American Honeysuckle,True
shade,pink,winter,TRUE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
sun,pink,winter,FALSE,annual,large,10.0,Pam's Pink American Honeysuckle,False
sun,red,fall,FALSE,annual,large,10.0,Giant Turk's Cap,False
shade,pink,winter,TRUE,perennial,large,10.0,Giant Turk's Cap,False
sun,pink,summer,TRUE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
sun,blue,fall,TRUE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
sun,pink,fall,TRUE,annual,large,10.0,Pam's Pink American Honeysuckle,False
sun,red,spring,FALSE,perennial,small,10.0,Giant Turk's Cap,False
shade,red,winter,TRUE,perennial,medium,10.0,Giant Turk's Cap,False
shade,blue,summer,FALSE,tropical,large,10.0,Giant Turk's Cap,False
partial sun,red,winter,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
shade,white,winter,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,True
partial sun,orange,fall,TRUE,shrub,medium,10.0,Giant Turk's Cap,False
sun,blue,spring,TRUE,perennial,medium,10.0,Giant Turk's Cap,False
shade,orange,spring,TRUE,vine,medium,10.0,Giant Turk's Cap,True
shade,yellow,fall,TRUE,annual,medium,10.0,Giant Turk's Cap,False
shade,pink,winter,FALSE,annual,medium,10.0,Giant Turk's Cap,False
partial sun,blue,fall,TRUE,shrub,large,10.0,Giant Turk's Cap,True
sun,white,summer,TRUE,vine,medium,10.0,Giant Turk's Cap,False
sun,red,spring,TRUE,vine,medium,10.0,Giant Turk's Cap,False
sun,pink,spring,FALSE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,spring,FALSE,tropical,large,10.0,Giant Turk's Cap,True
sun,pink,winter,FALSE,vine,small,10.0,Pam's Pink American Honeysuckle,False
sun,white,winter,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
sun,red,spring,FALSE,annual,small,10.0,Giant Turk's Cap,True
shade,blue,summer,FALSE,perennial,small,10.0,Giant Turk's Cap,False
shade,orange,winter,FALSE,shrub,medium,10.0,Giant Turk's Cap,True
shade,pink,spring,TRUE,tropical,small,10.0,Giant Turk's Cap,False
partial sun,white,winter,TRUE,shrub,medium,10.0,Pam's Pink American Honeysuckle,True
partial sun,pink,spring,FALSE,perennial,large,10.0,Giant Turk's Cap,False
sun,pink,fall,FALSE,vine,small,10.0,Pam's Pink American Honeysuckle,False
shade,blue,winter,TRUE,annual,medium,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,winter,FALSE,tropical,small,10.0,Pam's Pink American Honeysuckle,False
shade,orange,winter,FALSE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
sun,orange,spring,FALSE,perennial,small,10.0,Mexican Zinnia,True
partial sun,pink,fall,FALSE,perennial,medium,10.0,Giant Turk's Cap,False
partial sun,pink,fall,TRUE,tropical,medium,10.0,Giant Turk's Cap,False
partial sun,blue,winter,FALSE,annual,large,10.0,Pam's Pink American Honeysuckle,True
shade,red,fall,TRUE,vine,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,summer,FALSE,vine,large,10.0,Giant Turk's Cap,True
shade,pink,summer,TRUE,shrub,large,10.0,Giant Turk's Cap,True
sun,white,winter,FALSE,annual,large,10.0,Pam's Pink American Honeysuckle,False
sun,white,fall,FALSE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
sun,blue,summer,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
sun,red,fall,TRUE,shrub,large,10.0,Giant Turk's Cap,False
shade,yellow,summer,TRUE,vine,large,10.0,Giant Turk's Cap,False
shade,orange,summer,TRUE,annual,medium,10.0,Giant Turk's Cap,False
